networkType,batteryLevel,isCharging,updateSizeMb,usageFrequency,isCriticalUpdate,shouldUpdate
2,0.444,0,28.25,0.466,0,1
1,0.43,0,126.77,0.297,0,0
2,0.581,1,566.5,0.285,0,1
2,0.59,0,284.24,0.407,0,1
2,0.538,1,377.88,0.802,0,1
2,0.41,0,543.21,0.517,0,0
0,0.842,1,567.93,0.754,0,0
1,0.779,0,93.33,0.621,1,1
1,0.792,1,267.52,0.209,0,0
1,0.55,0,173.93,0.673,0,0
2,0.476,0,433.42,0.149,0,1
2,0.511,0,220.46,0.725,0,1
2,0.641,0,242.17,0.376,0,0
2,0.55,0,708.33,0.011,1,1
2,0.799,0,300.1,0.79,0,1
1,0.388,0,102.99,0.593,0,0
0,0.2,0,206.7,0.412,0,0
1,0.493,0,81.81,0.417,0,0
1,0.163,0,392.95,0.479,1,0
1,0.339,1,252.39,0.432,0,0
2,0.801,0,612.0,0.484,0,0
2,0.928,0,247.41,0.646,0,1
2,0.25,1,599.44,0.489,0,1
1,0.224,1,159.46,0.631,0,0
2,0.555,0,393.38,0.515,0,1
2,0.689,0,154.3,0.759,0,1
1,0.76,0,231.53,0.315,0,0
1,0.536,0,326.66,0.469,0,0
2,0.632,0,297.86,0.577,0,1
1,0.754,0,140.63,0.448,0,0
2,0.766,0,546.36,0.278,0,0
1,0.47,1,192.59,0.684,0,1
2,0.309,0,39.98,0.15,0,1
1,0.767,0,263.52,0.225,0,0
1,0.51,1,198.65,0.655,0,1
2,0.802,0,497.78,0.471,0,0
1,0.921,1,141.34,0.506,1,1
2,0.647,0,369.9,0.298,0,1
2,0.522,1,110.6,0.563,0,1
2,0.739,0,875.76,0.37,0,0
0,0.095,0,151.74,0.361,0,0
2,0.984,1,122.51,0.08,0,1
1,0.227,0,163.66,0.631,1,1
2,0.451,0,317.36,0.177,0,1
2,0.069,1,531.55,0.793,0,1
1,0.422,0,220.02,0.772,0,0
1,0.408,0,205.77,0.352,0,0
1,0.662,0,238.4,0.328,0,0
2,0.463,0,181.46,0.724,0,1
1,0.932,0,48.58,0.506,0,1
0,0.731,0,500.79,0.809,0,0
2,0.664,0,226.86,0.695,0,1
1,0.633,0,78.69,0.363,0,0
1,0.694,0,415.65,0.265,0,0
2,0.604,0,313.91,0.492,0,1
2,0.875,1,158.64,0.422,0,1
1,0.349,0,96.17,0.287,0,0
2,0.24,0,644.88,0.993,1,1
1,0.739,0,85.52,0.468,1,1
0,0.437,0,565.59,0.671,0,0
2,0.496,0,269.01,0.904,0,1
2,0.28,0,165.1,0.646,1,1
1,0.646,0,275.52,0.543,0,0
2,0.835,1,371.71,0.752,0,1
2,0.419,0,348.72,0.652,0,1
2,0.503,1,638.15,0.27,0,1
0,0.725,0,310.79,0.31,0,0
2,0.747,0,460.85,0.507,1,1
2,0.134,1,25.34,0.601,0,1
1,0.972,0,229.57,0.856,0,0
2,0.619,1,208.1,0.391,0,1
0,0.66,0,397.84,0.595,0,0
0,0.135,0,129.77,0.261,1,0
1,0.593,0,138.93,0.425,0,0
2,0.258,1,333.32,0.785,0,1
2,0.434,0,25.46,0.794,0,1
2,0.216,0,158.96,0.697,0,0
2,0.718,1,333.07,0.384,0,1
2,0.774,0,696.16,0.386,1,1
2,0.616,1,186.09,0.279,1,1
2,0.772,1,720.47,0.078,1,1
2,0.86,1,155.03,0.386,0,1
2,0.269,0,271.86,0.02,0,0
1,0.519,0,215.13,0.578,0,0
2,0.449,0,290.92,0.413,0,1
2,0.552,1,531.38,0.244,0,1
1,0.673,0,73.91,0.393,1,1
1,0.834,1,336.53,0.535,0,0
2,0.162,0,720.62,0.496,1,1
2,0.874,0,124.84,0.666,0,1
2,0.463,0,659.18,0.696,0,0
1,0.25,0,99.8,0.602,0,0
2,0.571,0,138.33,0.613,0,1
2,0.253,0,499.1,0.864,0,0
0,0.604,0,394.79,0.124,0,0
2,0.447,1,267.94,0.892,0,1
2,0.161,0,229.96,0.378,0,0
2,0.169,1,490.64,0.73,0,1
2,0.417,0,48.61,0.39,1,0
1,0.783,1,319.98,0.654,0,0
0,0.759,0,447.15,0.869,1,0
1,0.435,0,177.06,0.343,1,0
2,0.375,0,275.72,0.329,0,1
2,0.551,0,599.21,0.726,0,1
2,0.874,0,369.61,0.613,1,1
2,0.526,0,458.57,0.406,1,1
2,0.46,0,395.14,0.438,0,1
2,0.757,0,593.01,0.607,0,1
1,0.498,0,256.13,0.497,0,0
2,0.512,0,793.7,0.163,0,0
1,0.522,0,228.38,0.39,0,0
2,0.997,0,241.29,0.674,1,1
1,0.937,0,191.56,0.071,0,0
2,0.534,0,224.97,0.456,0,1
2,0.327,1,133.31,0.102,0,1
2,0.442,1,169.1,0.247,0,1
0,0.389,1,32.96,0.206,0,0
1,0.384,0,384.88,0.692,0,0
2,0.7,1,44.24,0.922,0,1
2,0.407,0,832.26,0.512,1,1
2,0.169,1,572.16,0.144,0,1
2,0.581,1,200.31,0.366,0,1
1,0.332,0,201.38,0.878,0,0
2,0.191,1,591.02,0.238,0,1
1,0.534,1,61.6,0.712,0,1
2,0.873,0,226.64,0.422,0,1
2,0.691,0,184.39,0.551,0,1
2,0.621,0,258.64,0.779,0,1
2,0.79,1,577.9,0.342,1,1
2,0.723,0,199.26,0.645,0,1
2,0.433,1,144.46,0.414,0,1
2,0.925,0,734.46,0.709,1,1
2,0.256,0,433.52,0.543,0,1
2,0.338,0,91.81,0.536,1,1
0,0.475,1,207.73,0.331,1,0
1,0.74,0,186.39,0.014,0,1
2,0.631,0,187.99,0.453,0,1
2,0.73,0,230.42,0.821,0,1
2,0.206,0,189.04,0.572,0,0
2,0.496,1,526.37,0.236,0,1
1,0.896,0,258.15,0.058,0,0
2,0.861,0,751.43,0.461,0,0
2,0.781,1,263.5,0.437,0,1
0,0.964,1,166.29,0.958,1,0
1,0.348,0,83.8,0.438,0,0
2,0.54,0,710.58,0.135,0,0
2,0.485,0,644.16,0.412,1,1
1,0.73,1,245.25,0.374,0,0
1,0.277,1,25.48,0.097,0,0
2,0.282,0,111.08,0.204,1,1
2,0.119,0,543.27,0.664,0,0
2,0.888,0,82.13,0.445,0,1
2,0.563,1,124.65,0.125,1,1
2,0.778,0,224.01,0.129,1,1
2,0.763,0,77.01,0.386,1,1
1,0.418,0,153.9,0.621,0,0
2,0.402,0,422.11,0.484,0,1
2,0.252,0,73.8,0.425,0,0
2,0.205,1,458.55,0.771,0,1
2,0.484,0,581.11,0.277,0,1
2,0.08,0,225.59,0.453,0,0
2,0.363,1,366.79,0.489,0,1
1,0.466,0,139.28,0.04,0,0
2,0.748,0,173.83,0.509,0,1
0,0.826,0,170.67,0.514,0,0
1,0.726,1,56.21,0.815,0,1
0,0.274,1,104.32,0.521,0,0
1,0.13,0,83.4,0.153,0,1
2,0.454,0,427.78,0.733,0,1
1,0.464,1,125.23,0.602,0,1
1,0.284,0,175.13,0.471,0,0
1,0.073,0,339.76,0.388,0,0
2,0.776,1,337.67,0.521,0,1
1,0.65,0,295.54,0.435,0,0
1,0.882,0,401.87,0.165,0,0
0,0.725,0,2.29,0.175,0,0
2,0.708,0,234.89,0.515,0,1
2,0.578,0,189.03,0.666,0,1
1,0.8,1,174.61,0.378,0,1
1,0.271,0,17.29,0.219,0,0
2,0.724,1,206.5,0.513,0,1
2,0.413,0,277.46,0.125,0,1
1,0.57,0,112.8,0.448,0,0
1,0.849,0,82.62,0.76,0,1
2,0.424,0,286.99,0.437,1,1
2,0.34,0,117.45,0.22,1,1
2,0.533,1,366.27,0.293,0,1
2,0.779,1,218.19,0.301,1,1
2,0.717,1,415.87,0.713,0,1
1,0.251,0,425.79,0.23,1,0
2,0.853,0,386.41,0.585,1,1
2,0.954,0,480.87,0.245,0,0
1,0.423,0,61.95,0.697,0,0
2,0.825,0,500.56,0.094,0,0
2,0.263,0,337.72,0.467,0,0
2,0.111,0,219.61,0.334,0,0
2,0.133,0,385.53,0.223,0,0
1,0.7,0,152.04,0.845,0,0
2,0.51,0,41.35,0.093,0,1
2,0.331,0,286.44,0.075,0,1
2,0.968,0,336.39,0.202,0,1
1,0.894,0,207.54,0.545,0,0
2,0.26,0,442.4,0.25,1,1
1,0.928,1,210.98,0.948,0,0
2,0.429,0,623.2,0.38,0,0
2,0.25,0,358.45,0.273,1,1
1,0.214,0,183.01,0.465,0,0
1,0.611,0,318.22,0.538,1,0
2,0.784,1,94.43,0.424,0,1
2,0.753,1,693.73,0.946,0,1
1,0.818,1,48.06,0.437,1,1
2,0.777,0,283.77,0.335,0,1
1,0.45,1,412.28,0.494,0,0
2,0.51,0,32.35,0.68,0,1
1,0.777,0,95.8,0.076,1,1
0,0.501,1,540.71,0.057,0,0
1,0.573,0,220.02,0.247,0,0
1,0.819,0,214.71,0.335,0,0
2,0.735,0,347.18,0.529,0,1
1,0.219,0,186.99,0.867,0,0
1,0.385,0,174.51,0.732,0,0
2,0.706,0,305.05,0.667,0,1
2,0.755,0,289.78,0.622,0,1
2,0.931,1,446.02,0.474,0,1
2,0.711,0,302.19,0.88,1,1
0,0.624,1,280.84,0.67,0,0
1,0.675,1,230.45,0.396,0,0
1,0.612,0,114.97,0.654,0,0
1,0.487,0,327.93,0.839,0,0
2,0.641,0,740.55,0.012,0,1
1,0.382,0,77.04,0.843,0,1
2,0.689,1,425.78,0.55,0,1
1,0.626,1,327.85,0.174,0,0
1,0.781,0,174.88,0.354,0,0
2,0.667,1,563.08,0.622,0,1
1,0.809,1,196.98,0.005,0,1
2,0.381,0,109.28,0.252,0,1
2,0.724,0,471.83,0.458,0,0
1,0.824,0,360.87,0.386,0,0
1,0.63,0,351.2,0.513,0,0
1,0.386,0,137.79,0.532,0,0
1,0.567,0,74.13,0.297,0,0
1,0.406,1,48.59,0.602,1,1
2,0.398,0,522.08,0.646,1,1
2,0.787,0,424.58,0.61,0,1
1,0.756,0,179.71,0.079,0,0
1,0.638,1,253.15,0.18,1,0
2,0.884,1,255.31,0.296,0,1
1,0.336,0,279.95,0.632,0,0
2,0.52,0,269.64,0.114,0,1
1,0.159,1,374.94,0.381,1,1
2,0.138,0,395.99,0.331,1,1
2,0.857,1,266.92,0.383,0,1
2,0.299,0,425.39,0.541,0,0
1,0.586,0,81.69,0.591,1,1
2,0.604,0,404.05,0.148,0,1
2,0.106,1,82.96,0.596,0,1
1,0.603,1,403.42,0.928,1,0
0,0.539,0,267.43,0.506,0,0
2,0.422,0,53.51,0.58,1,1
2,0.639,0,198.59,0.223,1,1
2,0.526,0,252.94,0.801,0,1
1,0.731,1,55.66,0.584,0,1
1,0.591,0,184.5,0.344,0,0
1,0.259,0,175.14,0.817,0,0
2,0.306,0,304.96,0.583,0,1
1,0.465,0,79.47,0.202,0,0
1,0.953,0,177.05,0.284,0,0
2,0.515,1,584.02,0.334,0,1
2,0.424,0,212.62,0.457,0,1
1,0.51,0,225.45,0.954,0,0
2,0.097,1,405.84,0.657,0,1
2,0.408,0,270.94,0.227,1,1
2,0.608,1,776.59,0.196,0,0
0,0.59,0,491.2,0.337,0,0
2,0.797,0,171.6,0.569,0,1
2,0.441,0,136.0,0.698,0,1
1,0.153,1,265.94,0.86,0,0
2,0.881,0,562.57,0.727,1,1
2,0.304,0,48.71,0.268,1,1
2,0.611,0,218.12,0.208,1,1
1,0.478,1,208.06,0.014,0,1
1,0.402,0,12.98,0.921,0,1
1,0.87,1,110.82,0.199,0,1
2,0.138,0,161.13,0.53,1,1
2,0.641,1,517.12,0.498,1,1
1,0.774,0,252.48,0.604,0,0
2,0.739,0,348.68,0.585,1,1
2,0.391,0,459.79,0.517,0,0
2,0.416,1,139.03,0.941,0,1
2,0.691,1,134.01,0.705,0,1
2,0.688,1,501.77,0.414,0,1
1,0.81,1,341.57,0.298,0,0
1,0.44,1,314.87,0.549,0,0
2,0.408,1,108.38,0.155,0,1
2,0.655,1,337.02,0.655,0,1
1,0.851,0,112.0,0.938,1,1
2,0.855,0,73.39,0.809,1,1
2,0.091,0,240.89,0.441,0,0
0,0.832,0,654.89,0.332,0,0
2,0.458,0,290.55,0.165,0,1
1,0.808,0,92.14,0.866,0,1
1,0.153,1,87.16,0.713,0,0
2,0.357,0,526.98,0.614,0,0
1,0.409,0,195.44,0.638,1,0
1,0.78,1,81.65,0.728,0,1
2,0.287,1,806.85,0.187,1,1
2,0.402,0,723.6,0.637,0,0
0,0.88,0,120.38,0.819,1,0
2,0.184,1,483.57,0.129,1,1
2,0.789,0,363.26,0.292,0,1
2,0.438,0,492.29,0.46,0,0
1,0.485,0,108.11,0.58,0,0
2,0.394,0,91.44,0.606,0,1
0,0.427,1,201.38,0.371,0,0
1,0.842,0,58.09,0.172,0,0
0,0.586,0,288.15,0.12,1,0
2,0.707,0,491.31,0.902,0,1
2,0.108,0,148.29,0.108,0,0
2,0.94,1,476.66,0.674,0,1
1,0.495,0,234.89,0.905,0,0
2,0.566,0,114.88,0.726,0,1
2,0.39,0,320.55,0.568,0,1
2,0.654,0,411.22,0.544,0,1
2,0.529,0,201.66,0.219,1,1
0,0.624,1,289.08,0.374,0,0
2,0.939,0,504.35,0.309,0,0
1,0.697,0,134.71,0.581,0,0
2,0.783,0,148.32,0.454,0,1
1,0.127,1,155.65,0.421,0,0
1,0.563,1,127.18,0.723,0,1
0,0.505,0,658.98,0.235,0,0
2,0.762,0,285.06,0.503,1,1
2,0.154,0,432.34,0.733,0,0
2,0.859,0,568.7,0.137,0,0
1,0.664,0,120.5,0.014,0,0
0,0.398,1,4.75,0.681,0,0
2,0.799,0,155.17,0.296,0,1
2,0.497,0,170.33,0.216,1,1
2,0.334,0,505.38,0.276,0,0
2,0.872,0,472.63,0.176,0,0
1,0.356,0,369.59,0.816,0,0
2,0.486,1,376.61,0.329,0,1
0,0.775,0,59.96,0.345,0,0
2,0.809,0,582.86,0.944,0,1
2,0.953,0,148.05,0.066,0,1
2,0.68,0,77.45,0.411,0,1
1,0.89,0,78.19,0.824,0,1
0,0.45,1,76.92,0.83,0,0
2,0.264,0,400.18,0.506,0,0
1,0.361,1,58.19,0.418,0,0
2,0.258,1,94.6,0.381,0,0
1,0.41,1,306.67,0.553,0,0
2,0.645,0,90.47,0.107,1,1
2,0.413,1,152.47,0.494,1,0
2,0.519,0,270.67,0.577,1,1
1,0.087,0,296.71,0.32,0,0
1,0.881,0,229.91,0.343,1,0
1,0.139,0,246.29,0.442,0,0
2,0.291,0,240.55,0.298,0,0
1,0.782,0,123.29,0.369,0,0
2,0.777,1,629.11,0.268,0,1
2,0.616,0,330.87,0.39,1,1
2,0.645,0,162.13,0.335,1,1
0,0.687,0,271.43,0.554,0,0
2,0.567,0,256.79,0.889,0,1
2,0.815,1,135.89,0.832,0,1
1,0.691,1,98.15,0.082,0,0
2,0.559,0,353.26,0.834,0,1
1,0.865,0,83.51,0.091,0,0
2,0.868,1,524.92,0.384,1,1
2,0.708,0,506.67,0.617,1,0
0,0.805,0,191.29,0.698,0,0
2,0.04,1,406.93,0.727,0,0
2,0.837,0,16.99,0.759,0,1
2,0.764,1,166.22,0.091,1,1
2,0.813,0,477.15,0.124,1,1
2,0.725,1,318.34,0.204,0,1
1,0.286,1,213.27,0.437,1,0
2,0.436,0,679.92,0.752,0,0
2,0.603,0,192.71,0.458,1,1
2,0.412,0,633.13,0.238,1,1
2,0.355,0,444.22,0.539,1,1
0,0.759,0,687.1,0.506,0,0
2,0.842,0,514.42,0.281,0,0
2,0.797,0,427.3,0.48,0,1
2,0.175,0,130.51,0.099,0,0
2,0.845,0,232.96,0.719,0,1
1,0.394,0,170.95,0.347,0,0
2,0.259,0,118.18,0.071,0,0
2,0.561,1,722.97,0.555,1,1
2,0.242,0,169.95,0.663,1,1
1,0.906,0,174.82,0.818,0,0
2,0.756,0,280.62,0.033,0,1
2,0.138,1,554.86,0.207,0,1
2,0.83,0,148.92,0.268,1,1
2,0.595,0,804.74,0.696,0,0
2,0.673,0,82.69,0.789,0,1
2,0.432,1,346.14,0.88,0,1
2,0.667,0,191.6,0.401,0,1
2,0.569,0,618.95,0.31,1,1
2,0.411,0,555.52,0.309,0,0
1,0.156,1,250.59,0.058,0,0
0,0.119,0,3.98,0.748,0,0
2,0.61,0,351.73,0.433,0,1
2,0.634,1,249.49,0.356,0,1
0,0.733,0,498.48,0.647,0,0
1,0.827,0,114.66,0.509,0,0
2,0.832,0,348.43,0.661,0,1
1,0.336,0,160.01,0.185,0,0
2,0.672,0,382.32,0.762,0,0
2,0.497,1,262.04,0.506,1,1
2,0.561,0,186.15,0.601,0,1
2,0.824,1,161.88,0.484,0,1
2,0.695,0,231.41,0.091,0,1
2,0.723,0,135.47,0.305,0,1
2,0.801,0,458.41,0.702,0,1
1,0.58,0,399.25,0.099,0,0
1,0.523,1,175.89,0.522,0,1
2,0.217,0,409.01,0.657,0,0
2,0.529,0,209.59,0.107,0,1
1,0.582,0,31.73,0.818,0,1
1,0.769,0,470.88,0.813,0,0
2,0.423,0,630.51,0.589,0,0
2,0.682,0,722.86,0.455,0,0
1,0.631,0,129.57,0.312,0,0
1,0.468,1,59.81,0.771,0,1
0,0.326,0,441.93,0.796,1,0
2,0.6,0,672.4,0.435,0,0
1,0.406,0,43.31,0.236,1,1
2,0.393,0,449.28,0.067,0,1
1,0.679,0,255.01,0.316,0,0
0,0.617,0,211.28,0.224,0,0
2,0.414,0,483.58,0.078,0,0
2,0.942,0,280.54,0.43,0,1
1,0.529,0,100.88,0.763,0,1
1,0.707,0,327.92,0.871,1,0
2,0.216,0,442.95,0.462,0,0
2,0.756,0,334.85,0.258,0,1
2,0.581,0,378.23,0.388,0,1
2,0.53,0,200.75,0.57,0,1
0,0.399,1,203.53,0.59,0,0
0,0.38,0,448.8,0.924,0,0
2,0.694,1,659.65,0.58,0,1
1,0.199,1,110.07,0.512,0,0
2,0.249,0,655.22,0.448,1,1
0,0.967,0,569.54,0.411,0,0
2,0.691,0,177.41,0.482,1,1
2,0.279,1,415.21,0.87,0,1
1,0.824,0,105.72,0.821,0,1
1,0.358,0,36.87,0.382,1,1
1,0.363,1,412.25,0.463,0,0
2,0.418,1,151.3,0.558,1,1
0,0.689,0,349.9,0.714,0,0
2,0.686,0,676.65,0.437,0,0
2,0.681,0,569.83,0.768,1,1
2,0.789,1,302.95,0.704,0,1
0,0.783,0,557.53,0.648,1,0
1,0.417,1,201.71,0.863,0,0
2,0.577,0,507.53,0.184,0,0
2,0.39,0,328.79,0.474,0,1
1,0.422,1,385.06,0.745,0,0
1,0.509,0,43.4,0.356,0,1
1,0.311,0,457.64,0.547,1,0
2,0.705,1,828.31,0.386,0,0
2,0.665,1,471.44,0.526,1,1
0,0.223,0,328.91,0.122,0,0
1,0.957,0,265.36,0.505,0,0
2,0.168,1,284.57,0.401,0,1
1,0.704,1,173.07,0.605,0,1
2,0.704,0,345.69,0.674,0,1
2,0.553,0,216.71,0.296,0,1
2,0.62,1,446.13,0.704,0,1
1,0.27,0,174.06,0.273,0,0
2,0.167,0,802.03,0.511,0,1
2,0.8,0,404.37,0.152,0,1
1,0.975,0,74.17,0.966,0,1
2,0.336,0,576.12,0.56,0,0
2,0.81,0,280.52,0.062,0,1
1,0.433,0,398.43,0.043,0,0
2,0.722,0,275.47,0.438,0,1
1,0.368,1,91.37,0.694,0,0
0,0.577,1,346.13,0.622,0,0
2,0.281,1,236.8,0.841,0,1
0,0.721,0,477.32,0.591,0,0
1,0.43,0,342.98,0.544,0,0
1,0.386,0,35.88,0.548,0,0
2,0.499,0,286.02,0.272,0,1
1,0.374,1,155.17,0.663,0,0
2,0.375,1,144.63,0.267,0,1
2,0.735,0,181.51,0.32,0,1
2,0.687,0,582.1,0.241,0,0
2,0.22,0,172.67,0.158,1,1
2,0.854,0,223.79,0.237,1,1
1,0.42,0,154.3,0.591,0,0
0,0.312,0,88.68,0.149,0,0
2,0.825,0,222.11,0.662,0,1
2,0.637,0,78.78,0.918,0,1
1,0.735,1,59.88,0.283,0,1
1,0.346,0,310.28,0.831,0,0
1,0.308,1,359.95,0.422,0,0
2,0.445,1,172.78,0.507,0,1
2,0.496,0,236.52,0.576,0,0
1,0.522,0,170.23,0.955,0,0
1,0.861,0,177.56,0.16,0,0
2,0.131,1,296.98,0.551,0,1
0,0.801,0,667.96,0.624,0,0
1,0.488,1,86.14,0.754,1,1
2,0.79,1,226.1,0.677,0,1
2,0.523,0,201.65,0.301,0,1
1,0.418,0,338.02,0.791,0,0
2,0.197,0,479.91,0.426,0,0
1,0.636,0,70.46,0.387,0,0
2,0.819,0,823.42,0.673,0,0
0,0.238,0,48.55,0.807,0,0
2,0.901,0,184.02,0.506,0,1
2,0.644,0,523.41,0.227,0,0
1,0.448,0,220.99,0.243,0,0
2,0.288,0,140.08,0.522,0,0
2,0.07,1,763.03,0.777,0,0
2,0.69,0,402.68,0.375,0,0
1,0.331,0,85.5,0.987,0,0
1,0.406,0,111.89,0.837,0,1
2,0.368,0,480.21,0.781,0,1
1,0.453,0,59.92,0.233,0,0
0,0.346,0,56.68,0.698,1,0
2,0.233,0,173.81,0.39,0,0
1,0.897,0,214.31,0.76,0,0
2,0.69,1,672.33,0.27,0,1
1,0.603,1,69.43,0.849,0,1
2,0.268,1,485.49,0.566,1,1
2,0.248,0,182.2,0.56,0,0
2,0.579,1,235.09,0.029,0,1
2,0.595,0,192.9,0.389,1,1
0,0.873,0,214.68,0.563,1,0
2,0.892,1,271.04,0.837,1,1
2,0.89,0,192.66,0.42,0,1
2,0.854,1,388.18,0.413,1,1
1,0.688,0,113.61,0.534,0,0
2,0.9,1,379.17,0.051,0,1
2,0.841,1,265.04,0.42,0,1
0,0.27,0,77.64,0.455,1,0
2,0.249,0,474.81,0.772,0,0
2,0.444,0,116.79,0.557,0,1
2,0.927,0,438.07,0.362,0,1
1,0.206,0,277.36,0.192,0,0
1,0.545,0,78.8,0.427,0,0
2,0.766,0,224.09,0.551,0,1
2,0.224,1,657.41,0.815,1,0
2,0.408,1,368.71,0.361,0,1
2,0.14,0,527.38,0.884,0,0
2,0.401,0,431.51,0.224,0,1
2,0.708,0,265.44,0.778,0,1
1,0.281,1,104.82,0.547,0,1
2,0.634,0,183.68,0.697,0,1
2,0.355,0,239.21,0.176,0,1
2,0.417,0,72.93,0.904,0,1
2,0.118,1,108.82,0.169,0,1
0,0.75,1,223.32,0.379,0,0
2,0.588,0,331.18,0.543,0,1
2,0.609,0,528.93,0.704,1,1
1,0.811,0,348.84,0.71,0,0
2,0.315,0,230.81,0.257,0,1
2,0.602,0,321.25,0.438,0,1
2,0.59,1,107.37,0.626,0,1
2,0.307,0,89.89,0.324,1,1
2,0.086,0,79.32,0.325,0,0
2,0.487,1,107.29,0.134,0,1
1,0.734,0,374.58,0.762,1,0
2,0.279,0,496.74,0.409,0,0
1,0.34,1,330.64,0.504,0,0
2,0.746,1,128.87,0.102,0,1
2,0.568,1,476.06,0.145,0,1
1,0.42,1,298.45,0.303,0,0
0,0.441,1,257.23,0.58,0,0
2,0.736,0,308.74,0.432,0,1
2,0.7,1,298.18,0.429,0,1
2,0.908,1,405.96,0.396,0,1
2,0.402,0,400.4,0.23,1,1
1,0.568,0,88.54,0.495,0,0
1,0.56,0,38.9,0.476,0,1
2,0.334,0,387.52,0.533,0,1
1,0.685,0,104.0,0.562,0,0
2,0.564,1,336.42,0.906,1,1
1,0.328,1,281.44,0.524,0,1
2,0.392,0,422.91,0.2,1,1
2,0.731,0,361.41,0.789,1,1
1,0.695,1,263.25,0.815,0,0
2,0.391,0,240.96,0.598,0,1
2,0.126,1,286.89,0.378,0,1
2,0.561,0,112.42,0.445,0,1
2,0.525,0,186.23,0.616,0,1
2,0.775,0,713.09,0.781,0,0
2,0.464,1,338.59,0.264,0,1
1,0.735,0,125.61,0.604,0,0
2,0.255,0,483.68,0.772,1,1
2,0.533,0,356.31,0.334,0,1
1,0.532,0,329.92,0.1,0,0
1,0.275,0,282.97,0.481,1,0
2,0.94,0,207.23,0.736,0,1
2,0.448,0,136.35,0.283,0,1
2,0.757,0,682.75,0.289,1,1
2,0.194,1,337.51,0.418,0,1
1,0.39,0,198.74,0.238,0,0
2,0.607,0,408.9,0.152,0,1
2,0.899,0,528.33,0.259,0,0
1,0.709,0,120.85,0.703,1,0
2,0.517,1,307.57,0.454,1,1
2,0.504,0,350.72,0.402,0,1
2,0.385,1,202.62,0.516,1,1
1,0.555,1,103.49,0.214,0,1
2,0.684,1,135.66,0.432,0,1
2,0.434,0,163.43,0.064,1,1
0,0.498,0,348.97,0.481,0,0
1,0.933,0,255.36,0.741,0,0
2,0.756,1,727.46,0.383,0,0
2,0.596,0,121.14,0.043,0,1
2,0.619,0,160.95,0.125,0,1
2,0.564,0,66.43,0.325,0,1
2,0.188,0,539.79,0.174,0,0
2,0.702,1,117.99,0.452,1,1
0,0.773,0,373.54,0.201,0,0
2,0.595,1,357.07,0.769,0,1
1,0.936,0,161.01,0.037,0,0
1,0.802,1,172.63,0.031,1,1
1,0.441,0,207.07,0.151,1,0
1,0.653,0,114.4,0.623,0,0
1,0.801,0,174.52,0.263,0,1
2,0.52,1,422.77,0.268,0,1
1,0.318,1,265.59,0.065,0,0
2,0.206,1,372.22,0.312,0,1
2,0.376,1,154.55,0.215,1,1
1,0.198,0,198.8,0.284,1,0
0,0.733,0,589.12,0.388,0,0
2,0.526,0,565.79,0.337,0,0
2,0.068,0,491.54,0.59,0,0
1,0.61,0,277.1,0.234,0,0
2,0.821,0,310.03,0.434,0,1
2,0.738,1,328.28,0.318,0,1
2,0.152,0,263.78,0.338,0,0
2,0.4,0,392.57,0.133,0,1
2,0.521,1,702.92,0.801,0,0
2,0.808,0,283.15,0.512,0,1
2,0.72,1,427.77,0.437,0,1
2,0.889,0,272.37,0.465,0,1
2,0.49,0,173.18,0.757,1,1
2,0.462,0,296.61,0.154,1,1
2,0.178,0,229.81,0.905,0,0
2,0.531,0,339.59,0.09,0,1
1,0.209,0,114.85,0.4,0,0
2,0.5,0,133.64,0.748,0,1
2,0.306,0,129.76,0.404,1,1
2,0.817,0,198.59,0.374,0,1
1,0.936,0,59.43,0.696,0,1
0,0.438,0,384.08,0.499,0,0
2,0.496,1,816.73,0.728,0,0
1,0.917,1,189.13,0.746,0,1
2,0.533,0,294.25,0.372,0,1
2,0.686,1,539.35,0.788,0,1
0,0.612,1,172.45,0.762,0,0
2,0.289,1,35.18,0.114,1,1
2,0.141,0,38.26,0.727,1,1
2,0.674,0,484.55,0.902,0,1
2,0.62,0,224.57,0.408,0,1
2,0.463,0,469.55,0.74,0,0
2,0.602,0,243.05,0.551,0,1
1,0.806,1,358.33,0.37,1,0
2,0.413,0,359.68,0.392,0,1
1,0.429,1,367.19,0.451,0,0
2,0.483,0,453.84,0.668,0,0
2,0.1,0,523.13,0.722,0,0
2,0.563,0,349.03,0.192,0,1
2,0.091,1,701.09,0.756,0,0
2,0.669,0,174.24,0.773,0,1
1,0.769,0,372.55,0.718,0,0
2,0.772,1,211.56,0.45,0,1
2,0.368,1,421.3,0.703,0,1
2,0.356,0,311.62,0.329,0,1
1,0.267,0,264.3,0.651,0,0
2,0.867,1,138.27,0.439,0,0
1,0.308,0,445.24,0.869,0,0
2,0.534,1,142.42,0.859,0,1
2,0.585,1,170.91,0.261,0,1
2,0.145,0,179.95,0.134,0,0
1,0.852,1,101.18,0.198,0,1
1,0.708,0,26.14,0.123,0,1
1,0.535,1,69.47,0.487,0,1
0,0.371,0,24.66,0.483,1,0
1,0.629,0,239.02,0.461,0,0
1,0.92,0,266.8,0.109,0,0
2,0.778,1,91.33,0.389,0,1
2,0.39,1,223.31,0.71,0,1
1,0.117,0,121.93,0.814,1,0
1,0.819,1,254.05,0.848,0,0
1,0.509,1,340.08,0.939,0,0
2,0.506,1,93.77,0.467,1,1
1,0.609,1,70.12,0.319,0,1
